ID,DadID,MaID
238,206,0
239,0,0
240,0,0
241,0,0
242,0,204
243,0,0
244,0,205
245,0,0
246,0,0
247,0,0
248,0,0
249,218,217
250,0,0
251,0,0
252,0,0
253,0,0
254,207,0
255,219,0
256,0,0
257,0,0
258,0,0
259,0,0
260,0,0
261,0,0
262,0,0
263,0,0
264,202,0
265,0,224
266,0,0
267,251,0
268,225,0
269,0,0
270,0,0
271,202,0
272,0,0
273,0,0
274,0,0
275,227,0
276,0,0
277,0,0
278,0,228
279,219,0
280,0,0
281,0,0
282,0,0
283,202,0
284,0,0
285,0,0
286,0,0
287,0,0
288,0,0
289,0,0
290,0,0
291,0,0
292,0,0
293,0,0
294,208,0
295,202,0
296,0,0
297,203,0
298,209,0
299,0,0
300,0,0
301,230,0
302,207,231
303,0,0
304,202,0
305,208,0
306,0,0
307,0,0
308,0,0
309,0,0
310,0,0
311,0,0
312,0,0
313,0,0
314,227,0
315,203,0
316,0,0
317,0,0
318,0,0
319,0,0
320,0,0
321,0,0
322,211,0
323,0,0
324,0,0
325,0,0
326,227,0
327,202,0
328,0,0
329,211,0
330,207,232
331,0,0
332,212,0
333,229,235
334,208,0
335,207,0
336,0,0
337,227,231
338,202,0
339,0,0
340,202,0
341,0,0
342,0,0
343,227,0
344,0,0
345,230,222
346,0,0
347,209,0
348,208,0
349,207,0
350,212,0
351,202,0
352,207,0
353,225,0
354,241,240
355,0,0
356,0,0
357,242,214
358,0,0
359,0,0
360,244,215
361,0,0
362,0,0
363,246,245
364,0,0
365,247,0
366,248,0
367,249,216
368,0,0
369,250,0
370,251,0
371,250,216
372,252,0
373,0,0
374,253,0
375,0,0
376,0,0
377,256,0
378,242,220
379,0,0
380,257,245
381,244,221
382,258,0
383,0,0
384,259,0
385,0,0
386,260,222
387,0,0
388,262,223
389,0,0
390,0,0
391,242,214
392,0,0
393,242,220
394,0,0
395,266,0
396,269,0
397,0,0
398,244,224
399,225,270
400,269,0
401,273,0
402,226,274
403,242,275
404,253,0
405,267,0
406,276,0
407,0,0
408,266,0
409,246,281
410,246,0
411,242,0
412,282,0
413,284,0
414,0,0
415,285,0
416,286,0
417,287,0
418,289,288
419,284,0
420,0,0
421,0,0
422,0,0
423,0,0
424,290,0
425,0,0
426,0,0
427,0,0
428,0,0
429,229,0
430,244,292
431,241,293
432,242,220
433,266,240
434,260,0
435,0,0
436,207,0
437,272,0
438,225,0
439,251,0
440,0,0
441,225,0
442,427,0
443,0,0
444,267,0
445,0,0
446,0,0
447,244,215
448,272,298
449,0,0
450,0,0
451,0,0
452,258,0
453,303,0
454,267,0
455,244,0
456,289,288
457,289,0
458,308,307
459,225,0
460,310,0
461,272,0
462,251,0
463,246,281
464,312,0
465,276,0
466,313,0
467,273,0
468,272,0
469,210,0
470,242,214
471,225,232
472,272,0
473,257,0
474,317,0
475,474,0
476,272,0
477,259,233
478,318,233
479,320,319
480,253,321
481,253,0
482,0,263
483,0,0
484,312,0
485,242,0
486,323,0
487,266,0
488,0,0
489,313,0
490,269,228
491,272,328
492,0,0
493,272,0
494,234,0
495,316,0
496,253,0
497,0,0
498,282,0
499,272,0
500,331,277
501,317,0
502,0,0
503,502,0
504,0,0
505,225,0
506,225,0
507,303,0
508,272,0
509,236,0
510,203,0
511,262,222
512,0,0
513,236,0
514,259,0
515,247,0
516,234,325
517,236,0
518,266,213
519,225,0
520,251,0
521,323,0
522,272,0
523,244,221
524,253,321
525,242,321
526,234,0
527,0,0
528,0,270
529,272,0
530,210,0
531,0,0
532,450,0
533,272,0
534,0,0
535,247,0
536,0,215
537,0,0
538,256,0
539,244,221
540,253,321
541,0,0
542,310,0
543,0,0
544,259,0
545,242,0
546,0,0
547,227,0
548,267,0
549,284,0
550,247,293
551,236,295
552,234,0
553,207,283
554,0,0
555,272,0
556,227,0
557,0,0
558,320,0
559,258,346
560,0,0
561,0,0
562,0,0
563,0,0
564,272,0
565,272,336
566,236,0
567,234,0
568,252,0
569,279,332
570,318,233
571,258,0
572,244,292
573,234,0
574,227,0
575,355,0
576,356,0
577,358,243
578,360,359
579,362,361
580,356,364
581,366,365
582,0,0
583,369,368
584,360,0
585,371,0
586,355,0
587,373,0
588,374,0
589,255,254
590,376,375
591,377,0
592,0,0
593,358,0
594,380,379
595,354,381
596,0,0
597,0,0
598,383,0
599,385,0
600,599,384
601,387,261
602,389,388
603,390,263
604,0,0
605,367,391
606,392,0
607,360,0
608,394,393
609,265,264
610,267,395
611,397,0
612,396,0
613,267,395
614,398,0
615,255,399
616,257,0
617,398,400
618,272,271
619,354,401
620,403,402
621,405,404
622,360,277
623,355,0
624,265,0
625,248,0
626,360,0
627,392,0
628,265,0
629,267,395
630,278,407
631,371,0
632,360,408
633,279,0
634,374,409
635,0,391
636,0,0
637,362,379
638,414,0
639,416,415
640,0,0
641,421,420
642,422,0
643,423,0
644,423,0
645,425,0
646,421,0
647,426,0
648,427,0
649,428,291
650,599,429
651,272,0
652,371,0
653,278,0
654,257,0
655,257,0
656,278,294
657,280,0
658,396,0
659,360,433
660,265,436
661,369,437
662,278,438
663,280,295
664,371,0
665,360,277
666,440,0
667,280,441
668,280,0
669,443,0
670,435,0
671,296,0
672,0,0
673,446,445
674,374,0
675,371,0
676,280,297
677,272,0
678,398,0
679,265,0
680,449,300
681,450,291
682,451,0
683,428,291
684,389,301
685,396,304
686,371,455
687,306,305
688,426,0
689,309,0
690,0,0
691,278,459
692,377,460
693,272,0
694,369,461
695,355,462
696,360,311
697,396,0
698,442,261
699,385,0
700,265,314
701,374,357
702,467,0
703,227,469
704,360,368
705,226,471
706,316,472
707,449,300
708,449,0
709,306,0
710,394,0
711,451,483
712,272,484
713,0,0
714,306,0
715,380,485
716,265,322
717,488,487
718,405,0
719,435,489
720,385,324
721,226,0
722,446,445
723,397,0
724,358,243
725,280,325
726,371,0
727,403,326
728,272,327
729,280,274
730,280,0
731,398,0
732,278,283
733,306,459
734,279,0
735,396,330
736,279,495
737,497,0
738,737,388
739,355,0
740,316,499
741,360,311
742,377,500
743,737,503
744,504,0
745,389,0
746,278,505
747,265,436
748,355,0
749,265,506
750,280,332
751,272,334
752,272,335
753,249,0
754,278,510
755,360,0
756,373,0
757,355,0
758,403,336
759,512,511
760,435,514
761,354,515
762,226,0
763,396,516
764,280,0
765,396,0
766,0,337
767,234,519
768,520,338
769,356,364
770,392,237
771,306,339
772,474,340
773,358,0
774,425,0
775,360,0
776,265,314
777,383,0
778,527,0
779,272,0
780,278,528
781,226,531
782,341,0
783,396,342
784,737,532
785,737,0
786,207,533
787,492,534
788,280,328
789,360,0
790,374,0
791,369,0
792,497,0
793,253,0
794,272,530
795,355,0
796,279,0
797,396,342
798,306,0
799,541,0
800,355,0
801,280,0
802,0,0
803,249,0
804,0,0
805,0,0
806,0,0
807,249,0
808,0,0
809,0,0
810,0,0
811,0,0
812,0,0
813,0,0
814,0,0
815,249,0
816,390,319
817,0,0
818,0,0
819,451,483
820,512,0
821,0,0
822,0,0
823,383,0
824,280,407
825,355,0
826,0,0
827,474,0
828,396,0
829,0,0
830,371,0
831,0,0
832,0,0
833,396,0
834,0,0
835,428,0
836,0,0
837,0,0
838,0,0
839,280,0
840,443,477
841,450,0
842,492,534
843,385,0
844,0,0
845,0,0
846,0,0
847,0,0
848,0,0
849,0,0
850,257,0
851,0,0
852,278,0
853,0,0
854,0,0
855,389,0
856,226,531
857,0,0
858,0,0
859,0,0
860,0,0
861,0,0
862,0,0
863,0,0
864,0,0
865,0,0
866,0,0
867,0,0
868,0,0
869,0,0
870,0,0
871,0,0
872,0,0
873,0,0
874,0,0
875,272,330
876,280,295
877,403,564
878,279,238
879,306,347
880,520,464
881,306,326
882,279,0
883,306,348
884,226,566
885,458,0
886,316,349
887,0,350
888,226,567
889,0,0
890,316,332
891,474,340
892,568,469
893,512,511
894,306,339
895,280,352
896,249,569
897,316,332
898,571,570
899,255,353
900,492,553
901,272,327
902,234,573
903,737,301
904,306,0
905,354,239
906,576,575
907,577,357
908,579,578
909,580,363
910,354,582
911,367,0
912,911,910
913,584,583
914,585,370
915,580,586
916,587,372
917,584,583
918,588,590
919,592,591
920,580,378
921,594,593
922,596,595
923,597,382
924,0,598
925,0,386
926,602,601
927,604,603
928,588,0
929,607,606
930,580,608
931,584,610
932,396,268
933,613,612
934,596,614
935,616,615
936,580,406
937,623,622
938,625,624
939,627,626
940,629,628
941,631,630
942,280,633
943,636,410
944,580,637
945,605,412
946,403,283
947,0,0
948,0,638
949,640,417
950,418,0
951,0,0
952,641,419
953,643,642
954,644,424
955,647,646
956,649,648
957,629,651
958,653,652
959,367,654
960,655,431
961,584,432
962,625,657
963,659,658
964,435,434
965,629,660
966,367,439
967,596,664
968,666,665
969,629,668
970,442,0
971,649,669
972,649,669
973,670,0
974,672,671
975,594,673
976,440,0
977,674,976
978,675,447
979,611,676
980,678,677
981,632,679
982,585,299
983,681,680
984,683,682
985,435,452
986,684,985
987,453,302
988,580,406
989,354,359
990,635,454
991,640,456
992,458,457
993,690,689
994,396,693
995,695,411
996,577,696
997,453,302
998,577,463
999,403,464
1000,354,582
1001,587,465
1002,613,697
1003,649,0
1004,681,680
1005,699,466
1006,701,905
1007,683,0
1008,579,578
1009,592,702
1010,396,468
1011,594,470
1012,588,704
1013,616,315
1014,435,0
1015,684,1014
1016,475,473
1017,625,476
1018,649,477
1019,707,0
1020,681,708
1021,479,478
1022,480,709
1023,710,481
1024,711,482
1025,480,714
1026,486,297
1027,707,600
1028,718,717
1029,442,720
1030,585,299
1031,636,444
1032,625,721
1033,587,722
1034,655,723
1035,605,724
1036,632,725
1037,577,726
1038,467,490
1039,613,728
1040,613,729
1041,492,491
1042,611,728
1043,396,493
1044,659,730
1045,403,494
1046,731,391
1047,659,733
1048,278,329
1049,616,735
1050,354,393
1051,405,496
1052,739,498
1053,577,741
1054,577,501
1055,745,744
1056,617,746
1057,616,315
1058,367,507
1059,403,508
1060,681,333
1061,678,753
1062,453,509
1063,278,329
1064,756,755
1065,594,757
1066,632,758
1067,492,513
1068,686,508
1069,396,762
1070,430,764
1071,617,765
1072,518,517
1073,354,239
1074,710,769
1075,675,521
1076,911,1075
1077,396,522
1078,607,704
1079,659,771
1080,675,523
1081,585,525
1082,773,526
1083,774,0
1084,613,522
1085,739,775
1086,739,775
1087,486,508
1088,778,777
1089,396,728
1090,613,779
1091,396,615
1092,278,529
1093,616,530
1094,430,781
1095,577,0
1096,611,1059
1097,678,783
1098,773,787
1099,396,343
1100,403,508
1101,634,1100
1102,653,535
1103,613,788
1104,607,536
1105,627,789
1106,611,791
1107,684,985
1108,442,0
1109,792,537
1110,585,538
1111,380,793
1112,0,0
1113,0,0
1114,0,0
1115,0,0
1116,0,0
1117,0,0
1118,0,0
1119,0,0
1120,629,794
1121,0,0
1122,0,0
1123,0,0
1124,577,795
1125,0,0
1126,0,0
1127,0,0
1128,0,0
1129,0,0
1130,0,0
1131,0,0
1132,0,0
1133,739,775
1134,0,0
1135,0,0
1136,0,0
1137,0,770
1138,0,0
1139,0,0
1140,0,0
1141,0,0
1142,0,0
1143,367,0
1144,701,1143
1145,0,0
1146,739,539
1147,367,540
1148,0,0
1149,0,0
1150,396,615
1151,632,796
1152,629,797
1153,0,0
1154,799,798
1155,0,0
1156,0,0
1157,0,0
1158,0,0
1159,0,0
1160,636,800
1161,587,722
1162,0,0
1163,403,801
1164,0,0
1165,0,0
1166,629,803
1167,0,0
1168,0,0
1169,0,0
1170,430,399
1171,0,0
1172,0,0
1173,403,807
1174,625,609
1175,0,0
1176,580,542
1177,0,0
1178,0,0
1179,0,0
1180,0,0
1181,613,788
1182,0,0
1183,0,0
1184,737,544
1185,585,525
1186,607,487
1187,792,537
1188,0,0
1189,707,0
1190,458,456
1191,675,815
1192,0,0
1193,711,816
1194,0,0
1195,0,0
1196,773,522
1197,0,0
1198,672,819
1199,820,0
1200,0,0
1201,0,0
1202,579,545
1203,0,0
1204,655,542
1205,0,823
1206,0,0
1207,0,0
1208,632,824
1209,607,825
1210,659,779
1211,366,0
1212,713,547
1213,607,548
1214,632,827
1215,631,828
1216,632,824
1217,0,0
1218,911,1050
1219,366,237
1220,830,550
1221,0,0
1222,613,833
1223,616,721
1224,778,835
1225,799,551
1226,486,552
1227,611,728
1228,0,0
1229,0,0
1230,396,526
1231,0,0
1232,737,544
1233,0,0
1234,0,0
1235,632,839
1236,629,553
1237,841,345
1238,0,0
1239,396,728
1240,430,842
1241,616,555
1242,403,472
1243,0,0
1244,0,0
1245,0,0
1246,737,843
1247,649,843
1248,607,748
1249,683,682
1250,613,556
1251,0,0
1252,0,0
1253,512,558
1254,584,850
1255,0,0
1256,911,1050
1257,611,852
1258,0,0
1259,711,855
1260,613,856
1261,681,559
1262,0,0
1263,675,447
1264,695,411
1265,0,0
1266,0,0
1267,0,0
1268,0,0
1269,0,0
1270,396,565
1271,367,507
1272,576,575
1273,396,615
1274,613,612
1275,492,351
1276,655,572
1277,249,574
1278,659,904
1279,403,491
1280,947,413
1281,951,950
1282,951,688
1283,947,782
1284,707,785
1285,951,1190
1286,885,1083
1287,713,712
1288,147,146
1289,951,1190
1290,43,0
1291,947,0
1292,613,96
1293,19,0
1294,613,96
1295,806,0
1296,1,0
1297,23,0
1298,68,0
1299,396,105
1300,396,105
1301,951,868
1302,192,0
1303,147,0
1304,10,0
1305,132,131
1306,132,131
1307,10,115
1308,613,140
1309,10,115
1310,802,0
1311,802,0
1312,802,0
1313,802,0
1314,613,140
1315,10,115
1316,10,115
1317,9,8
1318,78,77
1319,619,104
1320,12,0
1321,127,0
1322,127,129
1323,9,150
1324,12,156
1325,9,8
1326,12,165
1327,68,0
1328,806,0
1329,10,0
1330,670,0
1331,1197,0
1332,619,104
1333,670,829
1334,670,829
1335,670,834
1336,837,0
1337,1244,1243
1338,837,1265
1339,837,1265
1340,1244,872
1341,670,834
1342,802,0
1343,78,77
1344,1,0
1345,12,156
1346,605,0
1347,10,0
1348,12,165
1349,5,64
1350,619,459
1351,19,0
1352,43,0
1353,1,135
1354,57,136
1355,127,0
1356,605,741
1357,1,135
1358,167,173
1359,605,178
1360,605,741
1361,619,0
1362,167,173
1363,57,136
1364,1,135
1365,5,64
1366,947,873
1367,5,64
1368,1,135
1369,605,178
1370,1,135
1371,5,64
1372,21,20
1373,619,609
1374,619,609
1375,42,95
1376,19,130
1377,19,0
1378,167,166
1379,167,171
1380,127,0
1381,806,0
1382,619,609
1383,1177,810
1384,1177,810
1385,167,171
1386,619,609
1387,812,848
1388,139,186
1389,167,166
1390,806,561
1391,19,130
1392,42,95
1393,139,186
1394,1,32
1395,611,106
1396,1,32
1397,611,106
1398,1,32
1399,611,106
1400,611,106
1401,10,0
1402,605,0
1403,802,0
1404,813,1255
1405,813,854
1406,13,0
1407,13,0
1408,5,0
1409,49,0
1410,139,138
1411,139,138
1412,1194,0
1413,139,138
1414,870,1268
1415,611,193
1416,197,196
1417,44,0
1418,139,138
1419,19,0
1420,611,932
1421,45,58
1422,605,63
1423,1,90
1424,632,448
1425,1,114
1426,632,448
1427,169,168
1428,1,114
1429,611,932
1430,605,63
1431,1,114
1432,1,90
1433,1,114
1434,19,0
1435,57,56
1436,80,79
1437,80,79
1438,57,56
1439,632,117
1440,49,0
1441,57,162
1442,57,56
1443,632,117
1444,57,56
1445,806,0
1446,57,162
1447,1194,821
1448,1207,1206
1449,1207,1206
1450,1207,1206
1451,812,874
1452,80,79
1453,89,0
1454,21,0
1455,588,65
1456,80,0
1457,588,65
1458,57,748
1459,13,134
1460,45,0
1461,605,159
1462,605,172
1463,588,65
1464,813,1182
1465,57,748
1466,813,1182
1467,1207,0
1468,1169,1238
1469,605,172
1470,605,159
1471,605,0
1472,13,134
1473,1,0
1474,605,29
1475,41,0
1476,634,83
1477,86,85
1478,86,85
1479,0,0
1480,13,0
1481,122,161
1482,805,1171
1483,634,83
1484,813,0
1485,805,1171
1486,832,845
1487,832,849
1488,690,858
1489,605,29
1490,122,0
1491,605,27
1492,605,34
1493,41,0
1494,13,92
1495,41,0
1496,629,1043
1497,605,27
1498,0,0
1499,13,92
1500,605,27
1501,813,826
1502,813,826
1503,690,0
1504,690,0
1505,690,0
1506,605,27
1507,813,826
1508,563,1267
1509,605,34
1510,13,92
1511,41,0
1512,588,7
1513,13,0
1514,12,0
1515,12,0
1516,12,0
1517,670,0
1518,588,184
1519,670,831
1520,588,7
1521,670,708
1522,588,184
1523,12,11
1524,12,16
1525,12,11
1526,617,274
1527,605,411
1528,12,16
1529,5,770
1530,605,411
1531,617,274
1532,12,16
1533,5,770
1534,670,1245
1535,670,853
1536,670,853
1537,670,1245
1538,19,22
1539,12,0
1540,5,110
1541,145,0
1542,605,755
1543,12,160
1544,617,174
1545,670,0
1546,5,110
1547,806,0
1548,605,755
1549,670,1201
1550,822,546
1551,617,174
1552,617,174
1553,617,174
1554,12,66
1555,605,118
1556,41,120
1557,21,128
1558,12,66
1559,41,0
1560,19,148
1561,605,154
1562,812,811
1563,806,0
1564,690,554
1565,605,118
1566,690,0
1567,690,554
1568,812,811
1569,605,154
1570,670,865
1571,806,866
1572,21,128
1573,41,120
1574,19,0
1575,45,51
1576,45,51
1577,617,0
1578,1169,804
1579,1169,804
1580,832,0
1581,167,0
1582,690,847
1583,122,0
1584,41,0
1585,89,88
1586,61,0
1587,617,170
1588,89,88
1589,814,846
1590,617,170
1591,39,38
1592,36,82
1593,39,38
1594,629,0
1595,629,137
1596,629,137
1597,1180,543
1598,1180,543
1599,605,185
1600,1178,1258
1601,57,189
1602,605,185
1603,57,189
1604,611,73
1605,611,73
1606,670,562
1607,12,0
1608,12,50
1609,5,101
1610,605,133
1611,605,133
1612,97,142
1613,605,133
1614,5,101
1615,605,175
1616,605,133
1617,5,0
1618,1203,1234
1619,670,840
1620,1203,1234
1621,5,190
1622,605,175
1623,97,142
1624,605,25
1625,5,84
1626,611,143
1627,605,144
1628,605,25
1629,605,155
1630,605,155
1631,605,25
1632,605,144
1633,1228,0
1634,605,25
1635,611,143
1636,55,187
1637,5,84
1638,55,187
1639,81,0
1640,605,144
1641,249,6
1642,249,26
1643,71,0
1644,81,0
1645,36,0
1646,71,0
1647,596,149
1648,97,0
1649,249,6
1650,403,163
1651,403,163
1652,1175,0
1653,1178,0
1654,1203,0
1655,249,6
1656,596,149
1657,249,26
1658,1228,1262
1659,605,188
1660,690,1269
1661,605,188
1662,71,0
1663,41,0
1664,71,109
1665,12,0
1666,71,109
1667,1175,809
1668,670,0
1669,1175,0
1670,1175,809
1671,71,0
1672,605,28
1673,41,0
1674,0,0
1675,605,28
1676,97,0
1677,122,121
1678,122,0
1679,122,121
1680,1,176
1681,690,0
1682,605,28
1683,605,28
1684,832,0
1685,832,838
1686,857,560
1687,1203,861
1688,832,838
1689,1,176
1690,195,194
1691,55,54
1692,41,74
1693,41,74
1694,55,54
1695,690,851
1696,690,851
1697,81,0
1698,594,87
1699,594,183
1700,1228,0
1701,832,859
1702,594,87
1703,122,0
1704,594,183
1705,594,87
1706,594,33
1707,53,52
1708,53,52
1709,594,112
1710,53,52
1711,594,112
1712,53,52
1713,594,33
1714,690,862
1715,41,0
1716,0,0
1717,594,98
1718,1038,113
1719,0,0
1720,53,524
1721,53,524
1722,1038,113
1723,594,98
1724,53,524
1725,1266,867
1726,53,524
1727,44,0
1728,68,67
1729,1197,844
1730,1252,557
1731,594,0
1732,57,100
1733,57,100
1734,15,14
1735,594,119
1736,39,0
1737,594,119
1738,1180,0
1739,1195,0
1740,61,60
1741,61,60
1742,814,344
1743,814,344
1744,44,0
1745,1203,0
1746,806,871
1747,97,0
1748,19,0
1749,24,0
1750,635,31
1751,97,0
1752,635,31
1753,635,31
1754,5,151
1755,635,31
1756,597,0
1757,5,151
1758,53,179
1759,1203,860
1760,53,179
1761,5,4
1762,5,4
1763,5,444
1764,5,4
1765,24,126
1766,5,444
1767,24,0
1768,5,4
1769,5,4
1770,5,444
1771,597,0
1772,36,0
1773,1178,0
1774,5,182
1775,5,182
1776,864,863
1777,0,0
1778,43,0
1779,12,141
1780,947,0
1781,670,869
1782,36,40
1783,36,40
1784,12,59
1785,5,94
1786,12,59
1787,36,40
1788,24,0
1789,670,1139
1790,5,94
1791,1178,836
1792,5,94
1793,597,0
1794,1178,836
1795,670,1139
1796,5,94
1797,12,17
1798,36,35
1799,36,35
1800,48,47
1801,24,0
1802,36,35
1803,36,0
1804,12,17
1805,635,575
1806,635,575
1807,635,575
1808,597,0
1809,670,603
1810,635,575
1811,1178,818
1812,1178,0
1813,670,603
1814,1178,818
1815,12,91
1816,48,99
1817,103,102
1818,12,91
1819,103,102
1820,103,102
1821,1195,817
1822,48,99
1823,103,102
1824,670,1251
1825,670,1251
1826,1195,817
1827,15,199
1828,15,199
1829,45,0
1830,12,62
1831,12,62
1832,12,62
1833,670,808
1834,1169,0
1835,670,808
1836,670,808
1837,24,0
1838,5,125
1839,10,0
1840,5,125
1841,5,125
1842,802,0
1843,5,125
1844,597,0
1845,42,0
1846,0,0
1847,908,907
1848,927,926
1849,959,1078
1850,996,995
1851,908,1213
1852,908,1213
1853,581,1023
1854,581,1023
1855,581,1023
1856,581,1023
1857,1130,1023
1858,1130,1023
1859,1130,1023
1860,1130,1023
1861,1130,1023
1862,1130,1264
1863,581,1264
1864,581,1023
1865,581,909
1866,581,920
1867,581,909
1868,906,943
1869,581,920
1870,581,920
1871,581,909
1872,927,1060
1873,581,920
1874,581,909
1875,959,1074
1876,959,1074
1877,959,1074
1878,70,164
1879,959,1074
1880,1130,909
1881,1130,909
1882,1130,920
1883,959,1074
1884,1130,920
1885,959,1074
1886,1130,920
1887,927,1060
1888,906,943
1889,959,1074
1890,927,1060
1891,1130,909
1892,906,943
1893,1130,909
1894,959,1074
1895,1130,909
1896,1130,909
1897,1130,920
1898,70,164
1899,959,1074
1900,906,943
1901,959,1074
1902,581,909
1903,581,909
1904,925,600
1905,906,1050
1906,925,600
1907,925,1131
1908,906,1050
1909,906,1050
1910,1130,1220
1911,925,1131
1912,925,1131
1913,906,1050
1914,925,1131
1915,925,600
1916,906,1050
1917,906,1050
1918,581,1220
1919,46,0
1920,925,956
1921,46,0
1922,959,958
1923,581,998
1924,959,958
1925,581,998
1926,925,956
1927,581,998
1928,959,958
1929,1130,998
1930,996,1133
1931,959,958
1932,925,1189
1933,925,956
1934,1130,998
1935,1130,998
1936,1130,998
1937,996,1133
1938,925,956
1939,581,998
1940,996,1133
1941,996,1133
1942,925,956
1943,925,956
1944,925,1189
1945,908,1046
1946,908,1058
1947,908,1058
1948,908,1046
1949,908,1046
1950,908,1046
1951,908,1058
1952,908,1046
1953,908,1058
1954,908,1046
1955,906,905
1956,906,905
1957,906,1102
1958,906,905
1959,906,905
1960,906,1102
1961,906,905
1962,906,905
1963,906,988
1964,906,1033
1965,908,790
1966,906,1033
1967,906,988
1968,908,0
1969,906,1033
1970,908,1086
1971,908,1086
1972,908,1086
1973,908,1086
1974,93,0
1975,971,719
1976,971,738
1977,971,759
1978,971,1129
1979,971,1129
1980,908,1209
1981,971,0
1982,971,0
1983,971,759
1984,908,1209
1985,581,960
1986,925,972
1987,46,0
1988,581,960
1989,1130,960
1990,1130,960
1991,925,972
1992,925,972
1993,971,784
1994,971,0
1995,581,1052
1996,581,1052
1997,1130,1052
1998,1130,1052
1999,915,1034
2000,996,1147
2001,915,1034
2002,996,1204
2003,996,1147
2004,996,1204
2005,971,970
2006,915,1000
2007,996,1016
2008,925,1021
2009,915,1000
2010,913,1110
2011,915,1111
2012,913,1110
2013,971,970
2014,915,1000
2015,925,1021
2016,996,1016
2017,915,1111
2018,1055,1205
2019,996,1016
2020,996,1016
2021,996,1016
2022,158,0
2023,996,1016
2024,996,910
2025,996,910
2026,971,760
2027,913,1104
2028,996,1137
2029,996,910
2030,971,0
2031,913,1104
2032,996,910
2033,971,1224
2034,913,0
2035,1055,1237
2036,996,1137
2037,1055,1237
2038,971,1224
2039,913,1276
2040,913,1075
2041,996,1160
2042,971,1168
2043,971,1168
2044,913,1075
2045,913,1075
2046,996,1160
2047,971,889
2048,971,889
2049,913,1075
2050,925,1003
2051,915,1095
2052,1118,1126
2053,1118,1126
2054,925,1003
2055,925,1003
2056,915,1095
2057,925,1003
2058,621,877
2059,925,1003
2060,925,1003
2061,621,877
2062,1037,780
2063,1037,0
2064,1038,1270
2065,621,620
2066,927,964
2067,915,978
2068,915,978
2069,1031,1030
2070,621,727
2071,1031,1030
2072,1031,1030
2073,621,727
2074,621,620
2075,1031,0
2076,927,0
2077,1031,1030
2078,1118,1165
2079,915,978
2080,1118,1165
2081,1118,1167
2082,1031,1030
2083,1031,1030
2084,1031,0
2085,1118,1167
2086,913,1219
2087,915,978
2088,1031,1271
2089,1031,1271
2090,913,1219
2091,617,1025
2092,931,763
2093,1031,1073
